,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
17975,City Hotel,0,99,2018,November,48,24,0,2,1,0.0,0,BB,LBN,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,0,Transient-Party,70.0,0,0,Check-Out,2018-11-26
17976,City Hotel,0,124,2018,November,48,24,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,72.25,0,1,Check-Out,2018-11-28
17977,City Hotel,0,90,2018,November,48,24,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,72.25,0,2,Check-Out,2018-12-01
17978,City Hotel,0,92,2018,November,48,26,0,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,49.07,0,1,Check-Out,2018-11-29
17979,City Hotel,0,92,2018,November,48,26,0,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,49.07,0,1,Check-Out,2018-11-29
17980,City Hotel,0,84,2018,November,48,27,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,56.0,0,0,Check-Out,2018-11-29
17981,City Hotel,0,84,2018,November,48,27,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,56.0,0,0,Check-Out,2018-11-30
17982,City Hotel,0,84,2018,November,48,27,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,64.0,0,0,Check-Out,2018-11-30
17983,City Hotel,0,84,2018,November,48,27,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,64.0,0,0,Check-Out,2018-11-30
17984,City Hotel,0,84,2018,November,48,27,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,0.0,0,0,Check-Out,2018-11-30
17985,City Hotel,0,84,2018,November,48,27,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,64.0,0,0,Check-Out,2018-11-30
17986,City Hotel,0,84,2018,November,48,27,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,56.0,0,0,Check-Out,2018-11-30
17987,City Hotel,0,84,2018,November,48,27,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,64.0,0,0,Check-Out,2018-11-30
17988,City Hotel,0,84,2018,November,48,27,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,56.0,0,0,Check-Out,2018-11-30
17989,City Hotel,0,84,2018,November,48,27,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,56.0,0,0,Check-Out,2018-11-30
17990,City Hotel,0,84,2018,November,48,27,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,0.0,0,0,Check-Out,2018-11-30
17991,City Hotel,0,84,2018,November,48,27,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,64.0,0,0,Check-Out,2018-11-30
17992,City Hotel,0,84,2018,November,48,27,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,64.0,0,0,Check-Out,2018-11-30
17993,City Hotel,0,84,2018,November,48,27,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,0.0,0,0,Check-Out,2018-11-30
17994,City Hotel,0,84,2018,November,48,27,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,64.0,0,0,Check-Out,2018-11-30
17995,City Hotel,0,84,2018,November,48,27,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,64.0,0,0,Check-Out,2018-11-30
17996,City Hotel,0,84,2018,November,48,27,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,56.0,0,0,Check-Out,2018-11-30
17997,City Hotel,0,84,2018,November,48,27,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,56.0,0,0,Check-Out,2018-11-30
17998,City Hotel,0,84,2018,November,48,27,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,64.0,0,0,Check-Out,2018-11-30
17999,City Hotel,0,84,2018,November,48,27,1,2,2,1.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,4,No Deposit,1.0,,0,Transient-Party,64.0,0,0,Check-Out,2018-11-30
18000,City Hotel,0,84,2018,November,48,27,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,64.0,0,0,Check-Out,2018-11-30
18001,City Hotel,0,84,2018,November,48,27,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,64.0,0,0,Check-Out,2018-11-30
18002,City Hotel,0,84,2018,November,48,27,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,64.0,0,1,Check-Out,2018-11-30
18003,City Hotel,0,84,2018,November,48,27,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,64.0,0,1,Check-Out,2018-11-30
18004,City Hotel,0,84,2018,November,48,27,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,56.0,0,0,Check-Out,2018-11-30
18005,City Hotel,0,84,2018,November,48,27,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,64.0,0,0,Check-Out,2018-11-30
18006,City Hotel,0,84,2018,November,48,27,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,56.0,0,0,Check-Out,2018-11-30
18007,City Hotel,0,84,2018,November,48,27,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,64.0,0,0,Check-Out,2018-11-30
18008,City Hotel,0,84,2018,November,48,27,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,3,No Deposit,1.0,,0,Transient-Party,64.0,0,0,Check-Out,2018-11-30
18009,City Hotel,0,84,2018,November,48,27,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,64.0,0,1,Check-Out,2018-11-30
18010,City Hotel,0,84,2018,November,48,27,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,56.0,0,0,Check-Out,2018-11-30
18011,City Hotel,0,84,2018,November,48,27,1,2,2,1.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,1.0,,0,Transient-Party,92.8,0,0,Check-Out,2018-11-30
18012,City Hotel,0,105,2018,November,48,27,1,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,72.25,0,2,Check-Out,2018-11-30
18013,City Hotel,0,84,2018,November,48,27,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,64.0,0,0,Check-Out,2018-11-30
18014,City Hotel,0,84,2018,November,48,27,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,64.0,0,0,Check-Out,2018-11-30
18015,City Hotel,0,84,2018,November,48,27,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,64.0,0,0,Check-Out,2018-11-30
18016,City Hotel,0,84,2018,November,48,27,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,56.0,0,0,Check-Out,2018-11-30
18017,City Hotel,0,84,2018,November,48,27,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,56.0,0,0,Check-Out,2018-11-30
18018,City Hotel,0,84,2018,November,48,27,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,64.0,0,0,Check-Out,2018-11-30
18019,City Hotel,0,84,2018,November,48,27,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,56.0,0,0,Check-Out,2018-11-30
18020,City Hotel,0,84,2018,November,48,27,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,64.0,0,0,Check-Out,2018-11-30
18021,City Hotel,0,84,2018,November,48,27,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,64.0,0,0,Check-Out,2018-11-30
18022,City Hotel,0,84,2018,November,48,27,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,56.0,0,0,Check-Out,2018-11-30
18023,City Hotel,0,84,2018,November,48,27,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,56.0,0,0,Check-Out,2018-11-30
18024,City Hotel,0,89,2018,November,48,28,2,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,7.0,,0,Transient,55.63,0,2,Check-Out,2018-12-01
18025,City Hotel,0,89,2018,November,48,28,2,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,7.0,,0,Transient,55.63,0,2,Check-Out,2018-12-01
18026,City Hotel,0,89,2018,November,49,30,1,4,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,52.85,0,2,Check-Out,2018-12-05
18027,City Hotel,0,114,2018,November,49,30,2,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,41.43,0,0,Check-Out,2018-12-07
18028,City Hotel,0,0,2018,December,49,2,0,4,2,0.0,0,SC,MEX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,,0,Transient,67.95,0,0,Check-Out,2018-12-06
18029,City Hotel,0,94,2018,December,49,3,0,2,2,0.0,0,BB,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,72.25,0,1,Check-Out,2018-12-05
18030,City Hotel,0,94,2018,December,49,3,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,72.25,0,1,Check-Out,2018-12-05
18031,City Hotel,0,94,2018,December,49,3,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,72.25,0,1,Check-Out,2018-12-05
18032,City Hotel,0,93,2018,December,49,3,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,72.25,0,2,Check-Out,2018-12-07
18033,City Hotel,0,93,2018,December,49,3,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,72.25,0,2,Check-Out,2018-12-07
18034,City Hotel,0,3,2018,December,49,4,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,75.0,0,0,Check-Out,2018-12-05
18035,City Hotel,0,88,2018,December,49,4,0,2,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2018-12-06
18036,City Hotel,0,88,2018,December,49,4,0,2,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,0.0,0,1,Check-Out,2018-12-06
18037,City Hotel,0,94,2018,December,49,4,1,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,72.25,0,3,Check-Out,2018-12-07
18038,City Hotel,0,94,2018,December,49,4,1,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,72.25,0,3,Check-Out,2018-12-07
18039,City Hotel,0,15,2018,December,49,4,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,B,2,No Deposit,9.0,,0,Transient-Party,113.5,1,1,Check-Out,2018-12-08
18040,City Hotel,0,15,2018,December,49,4,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,,0,Transient-Party,104.5,0,1,Check-Out,2018-12-08
18041,City Hotel,0,90,2018,December,49,4,2,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,72.25,0,1,Check-Out,2018-12-08
18042,City Hotel,0,112,2018,December,49,4,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,52.85,0,1,Check-Out,2018-12-08
18043,City Hotel,0,95,2018,December,49,5,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,72.25,0,2,Check-Out,2018-12-06
18044,City Hotel,0,2,2018,December,49,5,1,1,2,2.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,14.0,,0,Transient,175.0,0,0,Check-Out,2018-12-07
18045,City Hotel,0,135,2018,December,49,5,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2018-12-08
18046,City Hotel,0,135,2018,December,49,5,2,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2018-12-08
18047,City Hotel,0,135,2018,December,49,5,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,0.0,0,0,Check-Out,2018-12-08
18048,City Hotel,0,135,2018,December,49,5,2,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2018-12-08
18049,City Hotel,0,3,2018,December,49,5,2,1,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9.0,,0,Transient-Party,104.0,1,1,Check-Out,2018-12-08
18050,City Hotel,0,135,2018,December,49,5,2,1,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Check-Out,2018-12-08
18051,City Hotel,0,135,2018,December,49,5,2,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2018-12-08
18052,City Hotel,0,135,2018,December,49,5,2,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2018-12-08
18053,City Hotel,0,135,2018,December,49,5,2,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,71.0,0,0,Check-Out,2018-12-08
18054,City Hotel,0,135,2018,December,49,5,2,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2018-12-08
18055,City Hotel,0,135,2018,December,49,5,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2018-12-08
18056,City Hotel,0,135,2018,December,49,5,2,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2018-12-08
18057,City Hotel,0,135,2018,December,49,5,2,1,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,1,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Check-Out,2018-12-08
18058,City Hotel,0,135,2018,December,49,5,2,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2018-12-08
18059,City Hotel,0,99,2018,December,49,5,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,72.25,0,2,Check-Out,2018-12-08
18060,City Hotel,0,135,2018,December,49,5,2,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2018-12-08
18061,City Hotel,0,135,2018,December,49,5,2,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2018-12-08
18062,City Hotel,0,3,2018,December,49,5,2,1,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9.0,,0,Transient-Party,120.0,0,2,Check-Out,2018-12-08
18063,City Hotel,0,135,2018,December,49,5,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2018-12-08
18064,City Hotel,0,135,2018,December,49,5,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2018-12-08
18065,City Hotel,0,135,2018,December,49,5,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2018-12-08
18066,City Hotel,0,135,2018,December,49,5,2,1,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,1,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Check-Out,2018-12-08
18067,City Hotel,0,135,2018,December,49,5,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2018-12-08
18068,City Hotel,0,135,2018,December,49,5,2,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2018-12-08
18069,City Hotel,0,135,2018,December,49,5,2,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2018-12-08
18070,City Hotel,0,135,2018,December,49,5,2,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2018-12-08
18071,City Hotel,0,135,2018,December,49,5,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2018-12-08
18072,City Hotel,0,135,2018,December,49,5,2,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2018-12-08
18073,City Hotel,0,135,2018,December,49,5,2,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2018-12-08
18074,City Hotel,0,135,2018,December,49,5,2,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2018-12-08
18075,City Hotel,0,135,2018,December,49,5,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,1.0,,0,Transient-Party,0.0,0,0,Check-Out,2018-12-08
18076,City Hotel,0,135,2018,December,49,5,2,1,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,1,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Check-Out,2018-12-08
18077,City Hotel,0,96,2018,December,50,6,2,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,72.25,0,1,Check-Out,2018-12-09
18078,City Hotel,0,5,2018,December,50,8,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,84.0,1,1,Check-Out,2018-12-09
18079,City Hotel,0,4,2018,December,50,8,0,2,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,62.37,0,0,Check-Out,2018-12-10
18080,City Hotel,0,110,2018,December,50,9,0,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,56.0,,69,Transient-Party,70.0,0,0,Check-Out,2018-12-10
18081,City Hotel,0,110,2018,December,50,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,69,Transient-Party,70.0,0,0,Check-Out,2018-12-13
18082,City Hotel,0,110,2018,December,50,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,69,Transient-Party,70.0,0,0,Check-Out,2018-12-13
18083,City Hotel,0,110,2018,December,50,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,69,Transient-Party,70.0,0,1,Check-Out,2018-12-13
18084,City Hotel,0,110,2018,December,50,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,69,Transient-Party,70.0,0,0,Check-Out,2018-12-13
18085,City Hotel,0,110,2018,December,50,9,0,4,3,1.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,G,G,3,No Deposit,56.0,,69,Transient-Party,139.5,0,1,Check-Out,2018-12-13
18086,City Hotel,0,110,2018,December,50,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,69,Transient-Party,70.0,0,0,Check-Out,2018-12-13
18087,City Hotel,0,110,2018,December,50,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,56.0,,69,Transient-Party,70.0,0,0,Check-Out,2018-12-13
18088,City Hotel,0,110,2018,December,50,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,69,Transient-Party,70.0,0,0,Check-Out,2018-12-13
18089,City Hotel,0,110,2018,December,50,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,69,Transient-Party,70.0,0,0,Check-Out,2018-12-13
18090,City Hotel,0,110,2018,December,50,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,56.0,,69,Transient-Party,70.0,0,0,Check-Out,2018-12-13
18091,City Hotel,0,110,2018,December,50,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,69,Transient-Party,70.0,0,0,Check-Out,2018-12-13
18092,City Hotel,0,110,2018,December,50,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,69,Transient-Party,70.0,0,0,Check-Out,2018-12-13
18093,City Hotel,0,110,2018,December,50,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,69,Transient-Party,70.0,0,1,Check-Out,2018-12-13
18094,City Hotel,0,110,2018,December,50,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,69,Transient-Party,70.0,0,0,Check-Out,2018-12-13
18095,City Hotel,0,110,2018,December,50,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,69,Transient-Party,70.0,0,0,Check-Out,2018-12-13
18096,City Hotel,0,1,2018,December,50,10,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.0,0,0,Check-Out,2018-12-11
18097,City Hotel,0,10,2018,December,50,11,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,9.0,,0,Transient,97.0,0,0,Check-Out,2018-12-12
18098,City Hotel,0,2,2018,December,50,11,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.0,1,0,Check-Out,2018-12-12
18099,City Hotel,0,98,2018,December,50,11,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,14.0,,0,Transient,72.25,0,0,Check-Out,2018-12-13
18100,City Hotel,0,2,2018,December,50,11,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,116.0,1,0,Check-Out,2018-12-13
18101,City Hotel,0,4,2018,December,50,11,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,116.0,1,0,Check-Out,2018-12-13
18102,City Hotel,0,98,2018,December,50,11,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,14.0,,0,Transient,72.25,0,0,Check-Out,2018-12-13
18103,City Hotel,0,118,2018,December,50,11,1,2,3,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,9.0,,0,Transient,107.25,0,2,Check-Out,2018-12-14
18104,City Hotel,0,100,2018,December,50,12,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,72.25,0,2,Check-Out,2018-12-15
18105,City Hotel,0,100,2018,December,50,12,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,72.25,0,2,Check-Out,2018-12-15
18106,City Hotel,0,100,2018,December,50,12,2,1,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,63.75,0,2,Check-Out,2018-12-15
